cccd,sobaodanh,d_phuongthuc,TO,LI,HO,SI,SU,DI,VA,N1_THI,N1_CC,CNCN,CNNN,TI,KTPL,NL1,NK1,NK2,NK3,NK4,NK5,NK6
TS_25524,TS_25524,PT1,5.5,6.5,0,0,0,0,7.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25525,TS_25525,PT1,6.1,6.5,5.1,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25526,TS_25526,PT1,8.5,9.25,0,0,0,0,7.5,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_25527,TS_25527,PT1,6,9.25,7.25,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25528,TS_25528,PT1,5.5,0,8.75,0,0,0,7.75,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25529,TS_25529,PT1,5.5,5,3.2,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25530,TS_25530,PT1,7.5,7.25,6.25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25531,TS_25531,PT1,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,7,4
TS_25532,TS_25532,PT1,8.5,9,0,0,0,0,7.5,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25533,TS_25533,PT1,4.5,6.5,0,0,0,0,8.5,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_25534,TS_25534,PT1,6.25,0,0,0,7.25,7.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25535,TS_25535,PT1,4.85,0,0,0,8,9.75,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25536,TS_25536,PT1,5.5,7.5,0,0,0,0,6.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25537,TS_25537,PT1,7.5,8.25,4.85,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25538,TS_25538,PT1,8,7,0,0,0,0,6.25,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25539,TS_25539,PT1,4.5,0,0,0,7.35,0,8,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25540,TS_25540,PT1,5,0,0,0,0,0,7,6,6,0,0,0,9,0,0,0,0,0,0,0
TS_25541,TS_25541,PT1,5.35,6.6,5.75,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25542,TS_25542,PT1,5.25,7.25,0,0,0,0,7.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25543,TS_25543,PT1,7.5,9.5,0,0,0,0,7.25,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25544,TS_25544,PT1,6.35,8,7.25,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25545,TS_25545,PT1,5.25,0,0,0,9,10,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25546,TS_25546,PT1,4,5.25,0,0,0,0,7,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25547,TS_25547,PT1,7.25,7.5,0,0,0,0,9,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25548,TS_25548,PT1,6.25,0,0,0,8,0,6.75,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_25549,TS_25549,PT1,4.5,0,0,0,8.75,8.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25550,TS_25550,PT1,3.95,5.5,0,0,0,0,7,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_25551,TS_25551,PT1,8.5,9.5,0,0,0,0,7.25,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25552,TS_25552,PT1,6,7,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25553,TS_25553,PT1,5.75,6,0,0,0,0,7.5,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_25554,TS_25554,PT1,5.1,0,0,0,8,8.25,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25555,TS_25555,PT1,8.25,7.35,0,0,0,0,6.33,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25556,TS_25556,PT1,4.7,0,0,0,7,0,7.75,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_25557,TS_25557,PT1,6,8.5,8.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25558,TS_25558,PT1,4.5,6.5,0,0,0,0,7.75,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_25559,TS_25559,PT1,7.5,9,0,0,0,0,6.25,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0
TS_25560,TS_25560,PT1,5,0,0,0,8,10,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25561,TS_25561,PT1,4.75,0,0,0,0,0,7.75,4.25,4.25,0,0,0,8,0,0,0,0,0,0,0
TS_25562,TS_25562,PT1,4,7.5,4.25,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25563,TS_25563,PT1,6.85,0,4.85,0,0,0,8.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25564,TS_25564,PT1,6,0,0,0,9.25,9.75,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25565,TS_25565,PT1,8,8.75,0,0,0,0,8.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25566,TS_25566,PT1,5.5,0,0,0,7.25,8.75,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25567,TS_25567,PT1,5.5,0,7.25,0,0,0,6.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_25568,TS_25568,PT1,5.5,6.25,0,0,0,0,7.75,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25569,TS_25569,PT1,4,0,0,0,0,8.75,8.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25570,TS_25570,PT1,4,0,0,0,5,0,7.25,0,0,0,0,0,7.25,0,0,0,0,0,0,0
TS_25571,TS_25571,PT1,5.75,0,0,0,9,9.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25572,TS_25572,PT1,4.35,0,0,0,9,0,8,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25573,TS_25573,PT1,5,0,0,0,9,8.75,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25574,TS_25574,PT1,4.6,4.75,0,0,0,0,7,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_25575,TS_25575,PT1,4.25,0,0,0,0,8.75,8,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25576,TS_25576,PT1,1.75,0,0,0,6.75,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25577,TS_25577,PT1,5.25,0,0,0,8.25,9,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25578,TS_25578,PT1,4,0,0,0,8,7.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25579,TS_25579,PT1,5.5,6.35,4.45,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25580,TS_25580,PT1,4.25,0,0,0,7.5,8.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25581,TS_25581,PT1,4.75,5,0,0,0,0,8.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_25582,TS_25582,PT1,7,0,0,0,0,9.75,8,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25583,TS_25583,PT1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,7,0,0
TS_25584,TS_25584,PT1,4.5,0,0,0,7.75,8.75,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25585,TS_25585,PT1,5.35,5.6,0,0,0,0,3.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25586,TS_25586,PT1,3.25,0,0,0,9,7.25,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25587,TS_25587,PT1,5.75,5.1,5.25,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25588,TS_25588,PT1,6.25,0,0,0,7.25,0,7,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_25589,TS_25589,PT1,8.25,9.25,0,0,0,0,9,8.25,8.25,0,0,0,0,0,0,0,0,0,0,0
TS_25590,TS_25590,PT1,2.85,0,0,0,0,7.25,6.17,0,0,0,0,0,7.6,0,0,0,0,0,0,0
TS_25591,TS_25591,PT1,6.25,6.25,0,0,0,0,8,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25592,TS_25592,PT1,4.75,6.35,5.5,0,0,0,8,0,0,0,0,0,0,0,8,6.5,0,0,0,0
TS_25593,TS_25593,PT1,4.6,6.1,0,0,0,0,6.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25594,TS_25594,PT1,6.75,8,8.25,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25595,TS_25595,PT1,5.75,8.75,7.75,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25596,TS_25596,PT1,3.1,0,0,0,6.25,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25597,TS_25597,PT1,5.35,4.35,0,0,0,0,7.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25598,TS_25598,PT1,5.85,0,0,0,0,8,7.5,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_25599,TS_25599,PT1,5.5,7.5,0,0,0,0,7.5,8.25,8.25,0,0,0,0,0,0,0,0,0,0,0
TS_25600,TS_25600,PT1,3.35,0,0,0,9.25,8.35,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25601,TS_25601,PT1,4.6,0,0,0,7.75,0,8.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25602,TS_25602,PT1,4.85,0,0,0,8.25,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25603,TS_25603,PT1,3.5,0,0,0,0,0,7.25,4,4,0,0,0,8.75,0,0,0,0,0,0,0
TS_25604,TS_25604,PT1,5.85,7.5,0,0,0,0,7.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25605,TS_25605,PT1,4.25,0,0,0,0,0,7,4.75,4.75,0,0,0,8,0,0,0,0,0,0,0
TS_25606,TS_25606,PT1,6.75,0,0,0,0,0,6.75,5,5,0,0,0,9.75,0,0,0,0,0,0,0
TS_25607,TS_25607,PT1,5.35,0,0,0,0,6.75,6.5,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_25608,TS_25608,PT1,7.75,7.85,7,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25609,TS_25609,PT1,6,0,5.75,0,0,0,5.5,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_25610,TS_25610,PT1,5.25,5.25,0,0,0,0,7.75,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25611,TS_25611,PT1,5.6,9.75,0,0,0,0,6.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_25612,TS_25612,PT1,3.35,0,0,0,7.75,0,7.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25613,TS_25613,PT1,4.85,0,0,0,0,0,7.5,7.25,7.25,0,0,0,9.5,0,0,0,0,0,0,0
TS_25614,TS_25614,PT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25615,TS_25615,PT1,5.25,0,0,0,7.85,0,7.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_25616,TS_25616,PT1,3,4.5,0,0,0,0,8,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_25617,TS_25617,PT1,5.25,0,6.25,0,0,0,7.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25618,TS_25618,PT1,8.5,8.5,0,0,0,0,7.75,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25619,TS_25619,PT1,3.75,0,0,0,0,4.35,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25620,TS_25620,PT1,6.5,8.75,0,0,0,0,7.25,8.75,8.75,0,0,0,0,0,0,0,0,0,0,0
TS_25621,TS_25621,PT1,4.1,5.25,0,0,0,0,8.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25622,TS_25622,PT1,8,0,8,7.6,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25623,TS_25623,PT1,4.5,0,0,0,7.5,8,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25624,TS_25624,PT1,4.6,0,0,0,0,0,8.5,5.75,5.75,0,0,0,9.25,0,0,0,0,0,0,0
TS_25625,TS_25625,PT1,8,0,9,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25626,TS_25626,PT1,5.5,0,0,0,7.75,8.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25627,TS_25627,PT1,2.7,0,0,0,6.5,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0
TS_25628,TS_25628,PT1,5.75,5,4.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25629,TS_25629,PT1,4.75,0,0,0,0,6.25,7.5,0,0,0,0,0,8.25,0,0,0,0,0,0,0
TS_25630,TS_25630,PT1,0,0,0,0,8.5,8.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25631,TS_25631,PT1,3.25,0,0,0,7.75,8.75,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25632,TS_25632,PT1,5.75,8.5,5.6,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25633,TS_25633,PT1,5.35,0,0,0,9.25,8.25,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25634,TS_25634,PT1,6.5,0,0,0,8.25,9.25,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25635,TS_25635,PT1,5.75,0,0,0,9.5,0,8,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0
TS_25636,TS_25636,PT1,5.75,7.5,0,0,7.25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25637,TS_25637,PT1,5.1,4.5,4.25,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25638,TS_25638,PT1,6,0,5.5,0,0,0,8.25,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_25639,TS_25639,PT1,5.25,7,0,0,0,0,8,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_25640,TS_25640,PT1,5.85,4.6,0,0,0,0,7.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25641,TS_25641,PT1,8.25,7.25,0,0,0,0,6.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_25642,TS_25642,PT1,9,9,0,0,0,0,7.5,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0
TS_25643,TS_25643,PT1,7,8,6.25,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25644,TS_25644,PT1,6.25,7,0,0,0,0,8.25,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_25645,TS_25645,PT1,6.5,7,0,0,0,0,6.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25646,TS_25646,PT1,5.5,0,0,0,5.7,8.5,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25647,TS_25647,PT1,5.5,5.1,0,0,0,0,7.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25648,TS_25648,PT1,4.85,0,0,0,6.75,0,7.5,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25649,TS_25649,PT1,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,7.5,5.5
TS_25650,TS_25650,PT1,7.1,0,7,0,0,0,6.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25651,TS_25651,PT1,6.75,6.75,0,0,0,0,7.25,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25652,TS_25652,PT1,5.75,6.75,0,4.75,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25653,TS_25653,PT1,5.5,0,0,0,9,0,7.75,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0
TS_25654,TS_25654,PT1,5.35,0,4.85,0,0,0,6.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25655,TS_25655,PT1,5.1,6.1,0,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25656,TS_25656,PT1,4.25,0,0,0,7.25,7.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25657,TS_25657,PT1,5,0,5,6.5,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25658,TS_25658,PT1,5.6,0,0,0,9.25,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_25659,TS_25659,PT1,5.25,0,0,0,0,0,7,3.75,3.75,0,7.75,0,0,0,0,0,0,0,0,0
TS_25660,TS_25660,PT1,7,7.25,0,0,0,0,6.75,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_25661,TS_25661,PT1,4.35,0,0,0,8.25,8,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25662,TS_25662,PT1,6.35,8,5.5,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25663,TS_25663,PT1,4.25,0,6,0,0,6.25,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25664,TS_25664,PT1,4.1,0,0,0,7,0,7.25,3.75,3.75,0,0,0,0,0,8.5,6.5,0,0,0,0
TS_25665,TS_25665,PT1,7.25,9,6.75,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25666,TS_25666,PT1,6.75,0,5.75,0,0,0,8.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_25667,TS_25667,PT1,5.6,7,0,0,0,0,6.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25668,TS_25668,PT1,3.85,0,0,0,0,0,7.75,5.5,5.5,0,0,0,8,0,0,0,0,0,0,0
TS_25669,TS_25669,PT1,6,0,8.25,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0
TS_25670,TS_25670,PT1,6.6,7,0,0,0,0,4.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25671,TS_25671,PT1,5.6,0,0,0,0,8,7.25,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_25672,TS_25672,PT1,6.75,6.75,6.1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25673,TS_25673,PT1,5.5,0,0,0,9,0,8.5,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_25674,TS_25674,PT1,3.5,0,0,0,0,0,7.5,3,3,0,0,0,8,0,0,0,0,0,0,0
TS_25675,TS_25675,PT1,7,0,7.25,5.2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25676,TS_25676,PT1,3.2,0,0,0,7.75,8.25,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25677,TS_25677,PT1,4.5,0,0,0,5.75,0,8.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_25678,TS_25678,PT1,6,7,0,0,0,0,9.5,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25679,TS_25679,PT1,4,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25680,TS_25680,PT1,5.5,0,0,0,9,9.25,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25681,TS_25681,PT1,5.1,0,0,0,8,7.5,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25682,TS_25682,PT1,4.35,5.25,0,0,0,0,7.75,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_25683,TS_25683,PT1,5.75,0,0,0,0,8.5,6.75,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_25684,TS_25684,PT1,8,8.25,0,0,0,0,7.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25685,TS_25685,PT1,8.2,3,3.75,6.25,0,0,6.75,6.2,6.2,0,0,0,0,0,0,0,0,0,0,0
TS_25686,TS_25686,PT1,4.35,0,6.25,5.75,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25687,TS_25687,PT1,7.25,8,7.35,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25688,TS_25688,PT1,6.5,0,0,0,0,0,8,5.75,5.75,0,0,0,7.5,0,0,0,0,0,0,0
TS_25689,TS_25689,PT1,7.25,0,9.25,7.25,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25690,TS_25690,PT1,5.5,0,0,0,0,7,6.75,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_25691,TS_25691,PT1,5.35,0,0,0,0,8.75,8.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25692,TS_25692,PT1,7.5,0,0,0,0,7.75,6,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25693,TS_25693,PT1,6.5,0,0,0,9.5,0,8.75,0,0,0,0,0,9.25,0,0,0,0,0,0,0
TS_25694,TS_25694,PT1,4.1,0,0,0,5.75,0,8.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_25695,TS_25695,PT1,7,8,7.25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25696,TS_25696,PT1,6,0,0,0,8.25,0,8.5,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_25697,TS_25697,PT1,4.25,0,0,0,6.75,0,7.25,0,0,0,0,0,8.75,0,6.5,6,0,0,0,0
TS_25698,TS_25698,PT1,9,9.5,8,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25699,TS_25699,PT1,5,0,0,0,8.25,0,8.25,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25700,TS_25700,PT1,5,0,0,0,9.5,9,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25701,TS_25701,PT1,6.25,7,5.6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25702,TS_25702,PT1,6.75,0,0,0,7.75,0,8,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_25703,TS_25703,PT1,4.85,0,0,0,0,5.85,7.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_25704,TS_25704,PT1,5.75,6,0,0,0,0,6.75,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_25705,TS_25705,PT1,5.5,0,0,0,8.75,0,6.25,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_25706,TS_25706,PT1,5.25,4.75,3.2,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25707,TS_25707,PT1,6.5,9,0,0,0,0,7.25,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0
TS_25708,TS_25708,PT1,5,0,0,0,9,9.75,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25709,TS_25709,PT1,4,0,0,0,7.25,0,6,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_25710,TS_25710,PT1,5,7.75,0,0,0,0,7.25,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0
TS_25711,TS_25711,PT1,6.35,8.5,0,0,0,0,8.25,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_25712,TS_25712,PT1,3.85,0,0,0,8.25,9.25,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25713,TS_25713,PT1,0,0,0,0,9.75,9.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25714,TS_25714,PT1,4.25,0,0,0,0,9.25,7.75,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_25715,TS_25715,PT1,3.25,0,0,0,8.25,9,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25716,TS_25716,PT1,5.5,7.75,5.25,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25717,TS_25717,PT1,4.75,0,0,0,7.6,0,6.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_25718,TS_25718,PT1,6.25,0,0,0,0,8.35,8.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_25719,TS_25719,PT1,5.85,7,0,0,0,0,9,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_25720,TS_25720,PT1,5,0,0,0,8.25,7,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25721,TS_25721,PT1,5,0,0,0,7.5,8.75,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25722,TS_25722,PT1,2.35,0,0,0,6,0,7,0,0,0,0,0,7.5,0,8,6,0,0,0,0
TS_25723,TS_25723,PT1,0,0,0,0,10,9.75,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25724,TS_25724,PT1,7,7.25,0,0,0,0,9,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0
TS_25725,TS_25725,PT1,5.5,0,0,0,9.25,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_25726,TS_25726,PT1,4.35,6,0,0,0,0,6.75,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_25727,TS_25727,PT1,3.5,0,0,0,0,6.85,7.25,0,0,0,0,0,8.25,0,0,0,0,0,0,0
TS_25728,TS_25728,PT1,4.5,5.85,0,0,0,6.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25729,TS_25729,PT1,8,8.5,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_25730,TS_25730,PT1,5.25,0,0,0,9,7.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25731,TS_25731,PT1,4.25,0,0,0,8.5,8.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25732,TS_25732,PT1,5.75,6.75,0,0,0,0,7.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_25733,TS_25733,PT1,4.85,0,0,0,0,5.1,3.75,0,0,0,0,0,6.75,0,0,0,0,0,0,0
TS_25734,TS_25734,PT1,8.75,9.75,6.25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25735,TS_25735,PT1,6.25,7.25,0,0,0,0,8.75,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_25736,TS_25736,PT1,4.75,0,4.75,6.6,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25737,TS_25737,PT1,7.5,8.25,0,0,0,0,7.25,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0
TS_25738,TS_25738,PT1,6,7.75,4.6,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25739,TS_25739,PT1,4.25,0,0,0,5.6,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25740,TS_25740,PT1,7.6,0,0,0,0,0,7,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0
TS_25741,TS_25741,PT1,6.75,8.5,5.85,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_25742,TS_25742,PT1,3.1,0,0,0,6.2,0,6.5,0,0,0,0,0,8,0,0,0,0,0,0,0
TS_25743,TS_25743,PT1,4.75,0,0,0,0,0,7.75,4.75,4.75,0,0,0,9,0,0,0,0,0,0,0
