cccd,sobaodanh,d_phuongthuc,TO,LI,HO,SI,SU,DI,VA,N1_THI,N1_CC,CNCN,CNNN,TI,KTPL,NL1,NK1,NK2,NK3,NK4,NK5,NK6
TS_12350,TS_12350,PT1,8,9.75,8.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12351,TS_12351,PT1,6.6,0,0,0,6.1,0,8.5,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_12352,TS_12352,PT1,4.25,0,0,0,0,8,6.25,0,0,0,9.25,0,0,0,0,0,0,0,0,0
TS_12353,TS_12353,PT1,4,0,3.75,0,0,0,5.75,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_12354,TS_12354,PT1,5.35,0,0,0,0,8.5,7.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_12355,TS_12355,PT1,4,0,0,0,8.25,9,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12356,TS_12356,PT1,5.25,7,0,0,0,0,7.25,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_12357,TS_12357,PT1,6,8.25,6.25,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12358,TS_12358,PT1,4.25,0,0,0,4.85,8.25,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12359,TS_12359,PT1,4.75,0,0,0,5.25,6.25,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12360,TS_12360,PT1,7,8.5,8.75,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12361,TS_12361,PT1,4.75,0,0,0,8.75,0,8,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_12362,TS_12362,PT1,7.5,7.75,0,0,0,0,7.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12363,TS_12363,PT1,6.25,0,0,0,8.25,9.25,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12364,TS_12364,PT1,9,9.5,0,0,0,0,5.75,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_12365,TS_12365,PT1,7.5,8.25,7.75,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12366,TS_12366,PT1,2.45,0,0,0,8,0,8.75,0,0,0,0,0,8.25,0,0,0,0,0,0,0
TS_12367,TS_12367,PT1,4.25,0,0,0,8,7.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12368,TS_12368,PT1,6,7.35,0,0,0,0,8.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12369,TS_12369,PT1,5.2,0,0,0,0,0,7.75,3.75,3.75,0,0,0,9.25,0,0,0,0,0,0,0
TS_12370,TS_12370,PT1,6.5,7.75,8.75,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12371,TS_12371,PT1,5.1,0,0,0,5.85,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12372,TS_12372,PT1,4.35,0,0,0,9.25,7,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12373,TS_12373,PT1,8,8.5,8,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12374,TS_12374,PT1,5.1,0,0,0,0,7,8.25,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_12375,TS_12375,PT1,7,7.75,0,0,0,0,7.5,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12376,TS_12376,PT1,2.1,0,0,0,6,6.5,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12377,TS_12377,PT1,3.85,0,0,0,8.75,9,9.25,0,0,0,0,0,0,0,8.5,7,0,0,0,0
TS_12378,TS_12378,PT1,5.6,8,0,0,0,0,8.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_12379,TS_12379,PT1,4,0,0,0,9,9.5,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12380,TS_12380,PT1,5.25,0,0,0,0,7,6.75,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_12381,TS_12381,PT1,6,7.75,0,0,0,0,7.75,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_12382,TS_12382,PT1,3.85,0,0,0,8.5,0,8.5,0,0,0,0,0,8.75,0,0,0,0,0,0,0
TS_12383,TS_12383,PT1,4.25,0,0,0,0,8.25,8.75,0,0,0,0,0,7,0,0,0,0,0,0,0
TS_12384,TS_12384,PT1,6.75,0,0,0,0,9.25,7.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12385,TS_12385,PT1,3.5,0,0,0,5.25,0,7.25,0,0,0,0,0,7.5,0,0,0,0,0,0,0
TS_12386,TS_12386,PT1,4.75,0,0,0,6.25,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12387,TS_12387,PT1,5.35,0,0,0,6.75,0,7.75,0,0,0,0,0,8.25,0,0,0,0,0,0,0
TS_12388,TS_12388,PT1,4.85,0,0,0,5.75,6.75,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12389,TS_12389,PT1,4.6,0,0,0,8.5,0,8,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0
TS_12390,TS_12390,PT1,3.6,0,0,0,8.75,9,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12391,TS_12391,PT1,4.75,7,0,0,0,0,6.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_12392,TS_12392,PT1,5.1,8,0,0,0,0,7.25,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_12393,TS_12393,PT1,3.25,0,0,0,9.25,9.25,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12394,TS_12394,PT1,4.25,0,0,0,6.75,6,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12395,TS_12395,PT1,6.25,6.75,5.25,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12396,TS_12396,PT1,4,0,0,0,0,5.75,6.25,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_12397,TS_12397,PT1,5.5,7.5,0,0,0,0,8.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_12398,TS_12398,PT1,7,9,0,0,0,0,7.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_12399,TS_12399,PT1,3.85,0,6.75,6.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12400,TS_12400,PT1,3,0,0,0,0,5.85,5.25,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_12401,TS_12401,PT1,5.25,0,0,0,0,10,8.5,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12402,TS_12402,PT1,7,7.5,7.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12403,TS_12403,PT1,5.75,6.1,0,0,0,0,7.5,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12404,TS_12404,PT1,5.25,0,0,0,6.75,0,8.75,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_12405,TS_12405,PT1,7,7.25,9.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12406,TS_12406,PT1,6.25,8.75,6.5,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12407,TS_12407,PT1,2.85,0,0,0,7,4.85,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12408,TS_12408,PT1,5.6,0,0,0,6,0,7.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_12409,TS_12409,PT1,5.5,7.5,6.75,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12410,TS_12410,PT1,5,8.5,7.35,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12411,TS_12411,PT1,4.75,0,0,0,8.75,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12412,TS_12412,PT1,6.1,8.5,7,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12413,TS_12413,PT1,6.25,8,0,0,0,0,8.5,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12414,TS_12414,PT1,4.25,0,0,0,0,5.85,6.75,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_12415,TS_12415,PT1,4.75,5.6,0,0,0,0,8.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12416,TS_12416,PT1,5.25,7.5,0,0,0,0,8.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12417,TS_12417,PT1,6,6.75,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12418,TS_12418,PT1,4.85,6.25,0,0,0,0,9,0,0,0,0,0,9.25,0,0,0,0,0,0,0
TS_12419,TS_12419,PT1,5.35,0,0,0,7.25,8.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12420,TS_12420,PT1,5,5,0,0,0,0,7.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_12421,TS_12421,PT1,6.75,7.25,0,0,0,0,6.75,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_12422,TS_12422,PT1,4.75,0,0,0,0,8.75,7.5,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_12423,TS_12423,PT1,6.6,0,5.35,0,0,0,7.5,2.75,2.75,0,0,0,0,0,0,0,0,0,0,0
TS_12424,TS_12424,PT1,5.75,0,0,0,6.25,6.35,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12425,TS_12425,PT1,5.25,0,2.85,0,0,5.85,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12426,TS_12426,PT1,5.75,6,0,0,0,0,5.25,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_12427,TS_12427,PT1,7,0,0,0,0,7.85,8.25,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_12428,TS_12428,PT1,3.35,0,0,0,6.1,6.5,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12429,TS_12429,PT1,5.6,7,0,0,0,0,7.5,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12430,TS_12430,PT1,4.25,0,0,0,0,6.2,6.75,0,0,0,0,0,9,0,0,0,0,0,0,0
TS_12431,TS_12431,PT1,3.6,0,0,0,7.6,0,7.75,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_12432,TS_12432,PT1,4.25,0,0,0,7.5,8.25,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12433,TS_12433,PT1,5.6,0,0,0,0,8.5,8,0,0,0,0,0,8.75,0,0,0,0,0,0,0
TS_12434,TS_12434,PT1,5.25,7.75,6.5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12435,TS_12435,PT1,3.25,0,0,0,5.75,6.25,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12436,TS_12436,PT1,5.75,9.25,0,0,0,0,7.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12437,TS_12437,PT1,7.75,0,0,0,8.5,0,8.25,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_12438,TS_12438,PT1,5,6.25,0,0,0,0,7.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_12439,TS_12439,PT1,3.5,0,0,0,7,8.25,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12440,TS_12440,PT1,5,0,0,0,9.75,9.5,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12441,TS_12441,PT1,2.75,4.1,0,0,0,0,6.25,0,0,0,0,0,8,0,0,0,0,0,0,0
TS_12442,TS_12442,PT1,5.5,0,0,0,7.25,9.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12443,TS_12443,PT1,5.85,0,5.25,0,0,0,8.5,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_12444,TS_12444,PT1,7.75,10,0,0,0,0,7.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12445,TS_12445,PT1,8,9.5,8.5,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12446,TS_12446,PT1,5.75,0,0,0,8.25,6.1,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12447,TS_12447,PT1,5.35,0,0,0,9.25,0,6.75,0,0,0,0,0,9.25,0,0,0,0,0,0,0
TS_12448,TS_12448,PT1,2.85,4.85,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0
TS_12449,TS_12449,PT1,5,0,0,0,0,0,7,5.5,5.5,0,0,0,7.75,0,0,0,0,0,0,0
TS_12450,TS_12450,PT1,5.6,6.25,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12451,TS_12451,PT1,2.1,0,0,0,7.5,8,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12452,TS_12452,PT1,6.25,7.75,0,0,0,0,6.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12453,TS_12453,PT1,5.75,0,5.6,0,7.75,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12454,TS_12454,PT1,6.75,9.5,0,0,0,0,8.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_12455,TS_12455,PT1,7.5,9.75,0,0,0,0,6,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_12456,TS_12456,PT1,8.5,0,9.25,8.5,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12457,TS_12457,PT1,2.75,0,0,0,6.95,7.25,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12458,TS_12458,PT1,5,6,5.25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12459,TS_12459,PT1,4.75,0,0,0,0,0,8,6.5,6.5,0,0,0,9.5,0,0,0,0,0,0,0
TS_12460,TS_12460,PT1,6.1,8.75,5.5,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12461,TS_12461,PT1,5.25,0,3.75,0,8.25,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12462,TS_12462,PT1,8,0,0,0,0,7.1,7.75,6.75,6.75,0,0,0,0,0,8.75,6,0,0,0,0
TS_12463,TS_12463,PT1,4.25,0,0,0,7.5,0,7.75,0,0,0,0,7.25,0,0,0,0,0,0,0,0
TS_12464,TS_12464,PT1,5.5,7.5,0,0,0,0,8.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_12465,TS_12465,PT1,6,8.75,0,0,0,0,6.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12466,TS_12466,PT1,2.75,0,0,0,4.6,4.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12467,TS_12467,PT1,4.1,0,0,0,0,8.6,7.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_12468,TS_12468,PT1,7.5,9.25,9,0,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12469,TS_12469,PT1,8.5,9.25,0,7.35,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12470,TS_12470,PT1,5,0,0,0,9.25,8.25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12471,TS_12471,PT1,8.25,9.25,7.75,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12472,TS_12472,PT1,4.6,0,0,0,8.25,9.75,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12473,TS_12473,PT1,6.5,9.75,0,0,0,0,8.5,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_12474,TS_12474,PT1,6.5,4.85,0,0,0,0,9,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_12475,TS_12475,PT1,9.25,9.25,9.25,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12476,TS_12476,PT1,5.25,0,0,0,0,8.25,7,0,0,0,0,0,9,0,0,0,0,0,0,0
TS_12477,TS_12477,PT1,4.75,5.35,0,0,0,0,7.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_12478,TS_12478,PT1,8.5,8.5,6.5,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12479,TS_12479,PT1,5.5,0,0,0,0,8.75,8,0,0,0,0,0,7.75,0,0,0,0,0,0,0
TS_12480,TS_12480,PT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_12481,TS_12481,PT1,4.6,0,0,0,0,10,8.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
